"","V1"
"1",2.14182236835849
"2",2.00945823287286
"3",2.0714787880659
"4",2.00153959150361
"5",2.12479247556809
"6",2.04076479968084
"7",2.05912748774804
"8",2.00771050522069
"9",2.08389684667477
"10",2.01430850138229
"11",2.08664729016996
"12",2.0187114908522
"13",1.98241277766986
"14",2.00555088165226
"15",1.9818524307147
"16",2.05451143021777
"17",2.03576699274948
"18",2.08202135371367
"19",2.04005322396394
"20",2.00278473329575
"21",1.9968007805607
"22",2.11424470245616
"23",2.10867810418666
"24",1.98942271623097
"25",2.07401811943911
"26",2.07413434026143
"27",2.0140318974213
"28",2.05777232410809
"29",2.06801714887411
"30",1.99923445160049
"31",1.98912805623529
"32",2.02947105055149
"33",2.02842743401769
"34",2.13266994657847
"35",2.04361412219904
"36",1.96296324867026
"37",2.06782721468545
"38",2.09780851640232
"39",2.01806314301424
"40",2.07482726685831
"41",2.03824314797953
"42",2.14171816138979
"43",2.03731347598467
"44",2.08258345932187
"45",2.00776609129622
"46",2.19853888026552
"47",2.05627220800723
"48",2.09127498260132
"49",2.13954652290995
"50",2.06306643427533
"51",2.09725006906563
"52",2.08366661216328
"53",2.00963874688999
"54",2.00875735626991
"55",2.00619287389278
"56",2.00079269106433
"57",2.05875299720166
"58",2.05412751648154
"59",1.97627868585725
"60",1.980780883068
"61",2.13360093155768
"62",2.12526726145543
"63",2.01458561099401
"64",2.00634192739316
"65",2.08858300270333
"66",2.02437202611797
"67",2.04366665855514
"68",2.0470178278876
"69",2.07200633369099
"70",1.97925027894343
"71",2.11521108898512
"72",2.04934893826207
"73",2.06208883629136
"74",1.9838306217078
"75",2.01957309748616
"76",2.07276460109888
"77",2.06842199325405
"78",2.02513612171667
"79",2.04501554185109
"80",2.02103723701503
"81",2.08210737098726
"82",2.10756519025324
"83",2.04633255868904
"84",2.16558310283101
"85",1.94210405268964
"86",2.04739595144132
"87",2.14001081950302
"88",2.05516675068799
"89",1.99385308776119
"90",2.03814828134417
"91",2.10262524446139
"92",2.04045942369906
"93",2.04293736281862
"94",2.03725097892592
"95",2.11032207960674
"96",2.05237570434107
"97",2.00048219538233
"98",2.00922063421224
"99",1.99901170034709
"100",1.99694772558194
"101",1.99681261978026
"102",1.97230365106053
"103",2.02160628953523
"104",1.99718728841811
"105",2.05211934493341
"106",2.04611836619048
"107",2.05444008960436
"108",2.06949483916283
"109",2.07424759664674
"110",2.0228825171422
"111",2.09412259035428
"112",2.02156377624377
"113",2.01861961506651
"114",2.01783769836605
"115",2.01379135397364
"116",1.98148818194322
"117",2.01247620795345
"118",2.06940423826761
"119",2.01932835059613
"120",2.09237739515875
"121",2.13007284433154
"122",2.05000701415338
"123",2.05600553140937
"124",2.03336206638324
"125",2.05092407998805
"126",2.04165361136457
"127",2.04583326697058
"128",2.08351617937062
"129",2.01706660944402
"130",1.99955901862582
"131",2.06015242711058
"132",2.01221146152851
"133",2.05908918567315
"134",2.02402234431346
"135",2.03351752831759
"136",2.02969175479187
"137",2.04615364149595
"138",1.9758433061835
"139",2.06852754643259
"140",2.00156003493316
"141",1.95309405805926
"142",2.08575767111397
"143",2.06481298001368
"144",2.04442480808116
"145",2.01292000850122
"146",2.04079011750241
"147",2.03368798596114
"148",2.04101786232754
"149",2.08033314072361
"150",2.03828132549846
"151",2.01676047983319
"152",2.01922593550734
"153",2.02141463607846
"154",2.10134238602214
"155",2.04161508271084
"156",2.00102091225608
"157",2.14582489864174
"158",2.0821202207315
"159",2.17012762672096
"160",2.02400471286938
"161",2.07540433292195
"162",2.06746262293014
"163",2.00950213794123
"164",2.16249287705944
"165",2.07694463545195
"166",2.02651528229405
"167",2.04964513043869
"168",2.01090499175819
"169",2.04893504797165
"170",2.06820828649195
"171",2.06081511867373
"172",1.93269942571061
"173",2.14916630410327
"174",2.1020844363223
"175",2.03015522560714
"176",2.07667650754004
"177",2.0276471891752
"178",1.96216304796284
"179",2.09072159221241
"180",2.04239634914422
"181",2.04978604481848
"182",2.08502114000642
"183",2.05948907006922
"184",2.03418597946647
"185",2.08626681833992
"186",2.06612227478555
"187",2.03124588613982
"188",2.0379134221071
"189",2.01239197997185
"190",2.08283163363375
"191",2.0115237730909
"192",2.08489684936985
"193",1.94798777092422
"194",2.10927570019643
"195",2.08679319642848
"196",2.02045278031246
"197",2.05234499374284
"198",2.00072135263874
"199",2.09282844935593
"200",1.93535698639508
"201",2.03434265011561
"202",2.06915557942209
"203",2.1670481014845
"204",2.04326899713042
"205",2.00001165576653
"206",2.08490419425115
"207",2.10626974696493
"208",2.02520242112676
"209",1.96904944923813
"210",2.00433401285503
"211",2.03183089805334
"212",2.08735553319198
"213",2.03659270925245
"214",1.88144647394462
"215",2.0163548435854
"216",2.02350382813332
"217",2.08949135590156
"218",2.06036465919552
"219",2.06465801543846
"220",2.14048151402038
"221",2.03865330204626
"222",2.05317797843779
"223",2.0324464550319
"224",2.02480308126331
"225",2.04112119974596
"226",2.13627696770841
"227",1.96859477216744
"228",2.06738645960179
"229",2.05300764306859
"230",2.06134331230746
"231",2.01425208894435
"232",2.05012229351862
"233",2.03447989979087
"234",2.0369417432351
"235",2.01635613290001
"236",2.12454543403961
"237",1.95547126941467
"238",2.08084772434858
"239",2.02525462551358
"240",2.08243752608866
"241",2.13100691860289
"242",2.06379425281804
"243",2.02195343042746
"244",2.0799103712605
"245",2.08103434842975
"246",2.07128441490142
"247",2.0927465173698
"248",2.08285064739343
"249",2.12683228190773
"250",2.02709466031911
"251",2.00700357444737
"252",2.03822567078752
"253",2.05720174780962
"254",2.09004386900245
"255",2.08432066489254
"256",2.02219532165812
"257",1.95301316181822
"258",2.01294759860825
"259",2.0645841036174
"260",2.08442471393189
"261",2.07249506932397
"262",2.00949525821978
"263",2.03659915973489
"264",2.1066397701247
"265",1.98831810576133
"266",1.95009833754403
"267",2.05831114821007
"268",2.07718644455873
"269",2.07043707848151
"270",2.02765043834578
"271",1.97094999803612
"272",1.98862355517518
"273",2.10052997046119
"274",2.05729287156697
"275",2.00878279400715
"276",1.99180083534404
"277",1.99583504770191
"278",2.03163219614523
"279",2.10332591768962
"280",2.06821721763313
"281",1.98092664298403
"282",1.97945203671146
"283",2.03962463893821
"284",2.03891356217969
"285",2.04800873603743
"286",2.0172194652546
"287",2.04237338550315
"288",1.97994387153329
"289",2.02038333515134
"290",2.06366332372498
"291",1.91675579399535
"292",1.98326738828066
"293",1.99688738523874
"294",2.00060643712857
"295",2.00121548183659
"296",2.06189650432783
"297",2.00363603801806
"298",2.10702941213363
"299",2.05031086785191
"300",2.13877548494528
"301",2.04345653107133
"302",2.07119585337054
"303",2.09289112983248
"304",2.02431353711596
"305",2.05347241968717
"306",1.95788760194323
"307",1.99528456607352
"308",2.06888324324728
"309",2.04767908593369
"310",2.05384646455755
"311",2.00801444967693
"312",2.07922278063029
"313",2.06113557980257
"314",2.02999438950008
"315",2.03960899090316
"316",2.027387103999
"317",1.99478625937012
"318",2.05886341532089
"319",2.07081740502076
"320",2.01263862256205
"321",2.05396032054577
"322",2.07576849505024
"323",2.08031698683613
"324",2.0746767658308
"325",2.03124534601374
"326",2.00021297082893
"327",2.02687164984484
"328",2.04315679821561
"329",2.05083115360625
"330",2.01806931018199
"331",2.0625882248344
"332",2.05777460000935
"333",1.94881645529096
"334",2.01618461401952
"335",2.07318594279693
"336",2.087279437131
"337",2.0787034648903
"338",2.06560405671636
"339",1.9873061539205
"340",2.05051685498956
"341",2.09325798773487
"342",1.98658400008113
"343",2.0469722372677
"344",2.02026055184394
"345",2.0126697941581
"346",1.97852092743771
"347",2.02999149829712
"348",2.0578164098498
"349",2.01983481067238
"350",2.07789994185646
"351",2.0500718443745
"352",1.93709299137275
