"","V1"
"1",2.37292052556222
"2",2.4689658559919
"3",2.69762287048055
"4",2.43471604184671
"5",2.1147306512021
"6",2.18927271634075
"7",2.07240042153484
"8",2.0277513319982
"9",2.29379912778798
"10",1.92594877103117
"11",2.50633425629096
"12",2.76884218991981
"13",2.14085984304123
"14",2.20035055984408
"15",2.09996145920617
"16",2.33078488779369
"17",2.0481757223582
"18",2.35217137935847
"19",2.20441496931376
"20",2.40548094868674
"21",2.08964342257726
"22",2.21592483304622
"23",2.3955856428008
"24",2.13700506377751
"25",2.31072529161688
"26",2.15239465534575
"27",2.36662704102571
"28",2.28465500664812
"29",2.11646159416314
"30",2.26134296706468
"31",2.3906762446563
"32",2.10790648824442
"33",2.22578983566387
"34",2.29749157773255
"35",2.1349180992396
"36",2.22416066434064
"37",2.26070136939754
"38",2.11266264752183
"39",2.13952269529572
"40",2.425528042092
"41",2.39676349062101
"42",2.30001608058805
"43",2.2753619014524
"44",2.39679730244357
"45",2.51689758956331
"46",2.29925878103283
"47",2.65840556280916
"48",2.13593658513079
"49",2.29781870990594
"50",2.31604761078782
"51",2.41735365926287
"52",1.98020618549797
"53",2.16070862359471
"54",2.36230208527835
"55",2.1289069498736
"56",2.45329769169908
"57",2.33761131361676
"58",2.34378263057993
"59",2.09140449507944
"60",2.36038892252816
"61",2.1843403557698
"62",2.40294361564396
"63",2.22751678582377
"64",2.53632374031817
"65",2.25236428135704
"66",2.15647970982144
"67",2.2169282742733
"68",2.25811136892927
"69",1.83327532503412
"70",2.2520993019172
"71",2.46493522078988
"72",2.46357240027186
"73",2.2778111989609
"74",2.33346136075572
"75",2.37942979764815
"76",2.32502366456165
"77",2.35532056593851
"78",2.29631540992547
"79",2.14845014666238
"80",2.21862192459675
"81",1.9592979091336
"82",2.30448068432955
"83",2.22925704028539
"84",2.34781724376026
"85",2.25020846070367
"86",2.40381794834178
"87",2.27070414659903
"88",2.33925390256085
"89",2.15676847044315
"90",2.38816323533123
"91",2.01558986181257
"92",2.0625142572171
"93",2.53472274051748
"94",2.27776169933117
"95",2.53939662049047
"96",2.02506628111711
"97",2.03883881978324
"98",2.06971757344598
"99",2.29711857933862
"100",2.19067157132582
"101",2.10652582975413
"102",2.20306516965256
"103",2.00331898086766
"104",1.99852588049178
"105",2.04203855864619
"106",2.41544190792114
"107",2.45778905813204
"108",2.50091817772652
"109",2.13894018985484
"110",2.26476328129031
"111",2.24097794192349
"112",2.05449204388647
"113",2.2435142456544
"114",2.12702451016727
"115",2.28510521351839
"116",2.09024617472791
"117",2.43077538694574
"118",2.2619725715072
"119",2.18673021826726
"120",2.22984473827362
"121",2.22079687257445
"122",2.12635746675247
"123",2.47392019995638
"124",2.22359458871293
"125",2.21377935804257
"126",1.98786723875453
"127",2.19828536103731
"128",2.21308811545702
"129",2.53185861422205
"130",2.24223235316851
"131",2.46579381982215
"132",2.26314202256548
"133",2.27116100182756
"134",2.25622831572751
"135",2.18834728388124
"136",2.12894721583944
"137",2.37763554638562
"138",2.34834759950291
"139",2.05541395554075
"140",2.31525522885067
"141",2.42933552424742
"142",2.04243819690713
"143",2.30975183497515
