"","V1"
"1",2.27847765900778
"2",2.0507369940027
"3",2.19678455656044
"4",2.16676561652353
"5",2.45263347286255
"6",2.34702996787769
"7",2.34354873792513
"8",2.34610019847303
"9",2.27510367369508
"10",2.26037608219675
"11",2.45846540105288
"12",2.09603411291688
"13",2.25326346284475
"14",2.37749836883927
"15",2.40041256914395
"16",2.36546590495085
"17",2.52788183275816
"18",2.25068659212867
"19",2.34539872257545
"20",2.23317468976274
"21",2.46045516362541
"22",2.30976309465174
"23",2.42227874314599
"24",2.32457104000262
"25",2.31762486093514
"26",2.4361445446175
"27",2.42336283714575
"28",2.2965805115931
"29",2.3890905065808
"30",2.23238530076967
"31",2.20323778967622
"32",2.24279410794196
"33",2.29508888570788
"34",2.43883656278001
"35",2.38031795059785
"36",2.49752171545419
"37",2.23681584285703
"38",2.18884051322613
"39",2.33509340983984
"40",2.37196339621639
"41",2.4090344265729
"42",2.35280743187639
"43",2.23467208095887
"44",2.39762604643671
"45",2.28935004982523
"46",2.22987777057773
"47",2.32470430748347
"48",2.44293920883277
"49",2.30283262639948
"50",2.1675081911501
"51",2.36460081213212
"52",2.29730867043889
"53",2.11360683575623
"54",2.24862345403211
"55",2.37594500571973
"56",2.18490027781902
"57",2.15044224123714
"58",2.29817258550486
"59",2.43497847878333
"60",2.34840945761906
"61",2.34031652756843
"62",2.09812872382006
"63",2.31339355093436
"64",2.39928764450517
"65",2.34358988667339
"66",2.16064548687056
"67",2.31655505847652
"68",2.12206885716483
"69",2.44796434596739
"70",2.27848320223482
"71",2.3849547441082
"72",2.4187461431606
"73",2.46317066888633
"74",2.2117497244483
"75",2.29156507073184
"76",2.34373741534688
"77",2.23724116787568
"78",2.30284320235049
"79",2.43726137980686
"80",2.13322763664095
"81",2.29824738339984
"82",2.24584326871211
"83",2.23829919747664
"84",2.38698154251881
"85",2.48051768469889
"86",2.3896547852671
"87",2.30743056849852
"88",2.4952984461747
"89",2.46971438041903
"90",2.26536084340021
"91",2.17117141025758
"92",2.43745464931209
"93",2.33956559958265
"94",2.36305149163598
"95",2.23848520549915
"96",2.23738528626921
"97",2.48721679899851
"98",2.38474071830286
"99",2.26141997198631
"100",2.24452606008132
"101",2.41502110884539
"102",2.41682510457815
"103",2.49344529035678
"104",2.34348504249963
"105",2.29524337630958
"106",2.38616988300585
"107",2.45774577311215
"108",2.43067204501261
"109",2.28368893684709
"110",2.42162299270973
"111",2.26048219251841
"112",2.14531046803439
"113",2.32013437220173
"114",2.35480374849658
"115",2.31000226367572
"116",2.35999183097529
"117",2.44306306676157
"118",2.27970509922356
"119",2.39028450916307
"120",2.36793344193161
"121",2.23887705111143
"122",2.24231424129545
"123",2.35462664978726
"124",2.36998154048321
"125",2.35966543565411
"126",2.34330980021911
"127",2.28293747805661
"128",2.28691210750408
"129",2.25294921441347
"130",2.29101140190492
"131",2.3185144573995
"132",2.27675505960151
"133",2.47202137772362
"134",2.34542226176144
"135",2.46045258766034
"136",2.3468785927801
"137",2.49058243349386
"138",2.38808116416872
"139",2.52134122272995
"140",2.37314448189209
"141",2.40022950560453
"142",2.31065497445829
"143",2.27357298858489
"144",2.32310624159602
"145",2.35950728396526
"146",2.33152025955737
"147",2.51852085556727
"148",2.23575160817253
"149",2.43361518548924
"150",2.28773309331661
"151",2.36469947158704
"152",2.51239077814029
"153",2.30669862096516
"154",2.23738034410212
"155",2.32127484302364
"156",2.45196021203056
"157",2.31862651667757
"158",2.34629029393349
"159",2.1408775964812
"160",2.51159753485009
"161",2.17202683289085
"162",2.44138518531287
"163",2.32737289366768
"164",2.25859654087871
"165",2.31286206102906
"166",2.35474358315989
"167",2.39618857469053
"168",2.47004473305502
"169",2.32755706106215
"170",2.29384248602954
"171",2.32929326095529
"172",2.3764929586018
"173",2.39226064939628
"174",2.31439635580556
"175",2.37056423564355
"176",2.23569554183155
"177",2.26194047800633
"178",2.5183639746811
"179",2.36011405125526
"180",2.33462313610461
"181",2.35482068681063
"182",2.245667106588
"183",2.33321956761726
"184",2.3019695412134
"185",2.5400054005461
"186",2.31201331157499
"187",2.35159520666265
"188",2.34590845471276
"189",2.26096598751726
"190",2.23443654396871
"191",2.28242794836232
"192",2.28730068646403
"193",2.27120068474029
"194",2.37517743958372
"195",2.29338696986047
"196",2.58620008537888
"197",2.42203394985612
"198",2.2338705210368
"199",2.41287077595612
"200",2.26853265625714
"201",2.28139489618953
"202",2.4764484174792
"203",2.36521624813874
"204",2.32941729509849
"205",2.33585702614278
"206",2.37445732421202
"207",2.22434887529571
"208",2.33625266887824
"209",2.4101276187159
"210",2.33023176192938
"211",2.3840043601983
"212",2.29562892119678
"213",2.41348194840841
"214",2.53782546208131
"215",2.31279237067688
"216",2.32568955003437
"217",2.3596413332567
"218",2.2344963441364
"219",2.35464990966564
"220",2.34286108852334
"221",2.20298790713018
"222",2.32508721713565
"223",2.40973906142075
"224",2.27813639619385
"225",2.35082780869623
"226",2.34600905860879
"227",2.39142074930669
"228",2.43656358135039
"229",2.37290478090886
"230",2.35840468182001
"231",2.20232114139318
"232",2.30201975046331
"233",2.30805791764773
"234",2.39331601583588
"235",2.21366015453394
"236",2.3487414825361
"237",2.36585270732874
"238",2.36963776422287
"239",2.16479389422652
"240",2.33297891300177
"241",2.2750675171951
"242",2.44819864784593
"243",2.22788270520272
"244",2.20643635037157
"245",2.3654577143341
"246",2.25917466304257
"247",2.48751718655988
"248",2.2175123008187
"249",2.33366748111327
"250",2.35302139532621
"251",2.26160442751734
"252",2.40358680289623
"253",2.05915039197621
"254",2.27460558121123
