"","V1"
"1",2.10413890072937
"2",2.23969388722104
"3",2.72890458605927
"4",2.37792125972841
"5",1.93410684261327
"6",2.22007578111181
"7",2.31833358463855
"8",2.31304374175853
"9",2.46337452109004
"10",2.57304012733939
"11",2.5844647465519
"12",2.54283609236627
"13",2.3320200046175
"14",2.28217650415304
"15",2.30567119993229
"16",2.21238468725616
"17",2.58092867441176
"18",2.315302735512
"19",2.43973273613243
"20",2.21488057742144
"21",2.15712257959673
"22",2.24734882073406
"23",2.46819135545087
"24",2.2315923156657
"25",2.37784430594515
"26",2.19501659520345
"27",2.45792108223932
"28",2.33230306099218
"29",2.10913058859772
"30",2.54378489476409
"31",2.6515764834443
"32",2.41760538175812
"33",2.32762657008533
"34",1.96459907305582
"35",2.2638705683778
"36",2.1508686778508
"37",2.45501647432789
"38",2.22613259279887
"39",2.2937811640337
"40",2.10024140797195
"41",2.29761374865138
"42",2.03625026630486
"43",2.40707608590628
"44",2.41776194516374
"45",2.15729862874826
"46",2.16420337210126
"47",2.41494795551305
"48",2.35599469307947
"49",2.41183828395862
"50",2.43763436501279
"51",2.25016786990365
"52",2.30147853686096
"53",2.24367265825312
"54",2.4516681232346
"55",1.93002209142234
"56",2.20774525312099
"57",2.38612098607813
"58",2.21346268383717
"59",2.20324290585921
"60",2.47202998236121
"61",2.19799708786843
"62",2.47651864326362
"63",2.46653997657537
"64",2.4705991089001
"65",2.4308389758854
"66",2.23958261977359
"67",2.49763302607668
"68",2.81458723553653
"69",2.14813741946987
"70",2.34075875520022
"71",2.24721675589317
"72",2.41175389343174
"73",2.13256604558367
"74",2.39900778278565
"75",2.1546951286914
"76",2.75637167099816
"77",2.49971503914902
"78",2.29337867978083
"79",2.5618330739984
"80",2.34192644999711
"81",2.28043837430138
"82",2.25223595446821
"83",2.53102999534486
"84",2.31815353367211
"85",2.43552967991165
"86",2.14536141992284
"87",2.08854232260352
"88",2.25032352161452
"89",2.30771467828899
"90",2.37423180211951
"91",2.29414009272362
"92",2.38813929204821
"93",2.67486091263762
"94",2.66051784011118
"95",2.51636813102939
"96",2.4347274233617
"97",2.19676950182936
"98",2.12839301610011
"99",2.21449714034488
"100",2.09265143104458
"101",2.27127212679192
"102",2.43836298947271
"103",2.03291677947913
"104",2.26243517971532
"105",2.37500278664386
"106",2.48729931786934
"107",2.3307773958119
"108",2.14023467101544
"109",2.13441858553282
"110",2.1678474671369
"111",2.35773072857918
"112",2.26981801850801
"113",2.36813555336568
"114",2.82809127102215
"115",2.39179305218048
"116",2.31725325538758
"117",2.61026854045322
"118",2.24216378324894
"119",2.50969513952971
"120",2.18917639527333
"121",2.28670826777609
"122",2.43586240449392
"123",2.427361584477
"124",2.38376036856233
"125",2.24481104328682
"126",2.38747427956408
"127",2.31716555633433
"128",2.27453707096952
"129",2.70464968483851
"130",2.43928348514946
"131",2.17819468924668
"132",2.38405147343755
