"","V1"
"1",2.18970054626261
"2",2.1697364315303
"3",1.98975965147515
"4",2.11355143446135
"5",2.11341363948209
"6",2.19447360566457
"7",2.07914559974965
"8",2.12007895435652
"9",2.15706896250566
"10",2.19980746435958
"11",2.19640462499796
"12",2.13443280650593
"13",2.13932124568933
"14",2.11505162513256
"15",2.08536293603229
"16",2.12339207388503
"17",2.04843251657807
"18",2.13565072749576
"19",2.15132721227908
"20",2.14399433647425
"21",2.12597863378575
"22",2.09394212741396
"23",2.06845513213076
"24",2.16584268142362
"25",2.12836940896954
"26",2.14390047363732
"27",2.21169075694855
"28",2.04800098008568
"29",2.08166134043735
"30",2.17955844483317
"31",2.17198832608217
"32",2.05463312069317
"33",2.12722782427551
"34",2.15373883472253
"35",2.13553718939258
"36",2.19743404946895
"37",2.13653937007526
"38",2.10548489589316
"39",2.18981319588777
"40",2.22274811711708
"41",2.16536067280985
"42",2.10848142034293
"43",2.08161496767162
"44",2.20106590146039
"45",2.01680268888654
"46",2.10190181709726
"47",2.11714659224222
"48",2.15392677918497
"49",2.06277588361143
"50",2.14629681084348
"51",2.07727433281827
"52",2.06262987667853
"53",2.15984630502275
"54",2.13532055262195
"55",2.11693075259935
"56",2.19712110560789
"57",2.17663392075298
"58",2.13455020588925
"59",2.13586970997076
"60",2.078680312453
"61",2.11589143896404
"62",2.07267060178997
"63",2.14297532173567
"64",2.11702136104441
"65",2.18913240962479
"66",2.11288714763735
"67",2.17236894965129
"68",2.05307864526265
"69",2.07534217133401
"70",2.16735326744071
"71",2.1649453854064
"72",2.10398255117744
"73",2.09871431409402
"74",2.20782975182641
"75",2.06941996889127
"76",2.13200657629486
"77",2.13377007168928
"78",2.1222722510839
"79",2.11161381387693
"80",2.07293653076195
"81",2.0149667711709
"82",2.04593963673578
"83",2.15722765690113
"84",2.06728761301641
"85",2.21343564319948
"86",2.10229667804945
"87",2.1283002222849
"88",2.15318699823821
"89",2.18312420323965
"90",2.05293266296716
"91",2.06454532852997
"92",2.07808840337336
"93",2.02297664533687
"94",2.23586901282608
"95",2.03999527124781
"96",2.032286088422
"97",2.12427476649092
"98",2.21789997099823
"99",2.12783325504933
"100",2.13007123991685
"101",2.15212770210101
"102",2.18243006053375
"103",2.20588117031125
"104",2.13355740092531
"105",1.93776228284841
"106",2.08978786994447
"107",2.09283138732521
"108",2.15805404604547
"109",2.1209938084894
"110",2.20767506447653
"111",2.08586676586145
"112",2.08455624178661
"113",2.14476347312651
"114",2.18075158652912
"115",2.09243720420728
"116",2.24847543535894
"117",2.12901189155342
"118",2.08507009988783
"119",2.04897865774212
"120",2.09049309461793
"121",2.16136881735925
"122",2.1135668809382
"123",2.15989746902112
"124",2.16774390287828
"125",1.93712440838214
"126",2.19751911976999
"127",2.15420417728807
"128",2.09473935477299
"129",2.15896095156175
"130",2.13352380744743
"131",2.11570246370967
"132",2.1366815575601
"133",2.22735046627301
"134",2.13605441934971
"135",2.17048280859475
"136",2.00939154767514
"137",2.17549541566669
"138",2.18543182583777
"139",2.12282479961376
"140",2.1857568762327
"141",2.23541027334944
"142",2.0530968761595
"143",2.11691098023479
"144",2.04219988740219
"145",2.21148912432983
"146",2.08077028922005
"147",2.16288519520016
"148",2.08014116990193
"149",2.16676798565007
"150",2.10499813673182
"151",2.18557103083801
"152",2.1266763985175
"153",2.15514971297982
"154",2.13558946389056
"155",2.16401222232725
"156",2.09123981046197
"157",2.11478708703781
"158",2.02927196241771
"159",2.06546464919039
"160",2.17094291703234
"161",2.13128638444998
"162",2.20219930563999
"163",2.1268658710374
"164",2.11703883278114
"165",2.16108843968866
"166",2.11386305362137
"167",2.05316525043341
"168",2.18932850133034
"169",2.15217702084378
"170",2.11608403285508
"171",2.17665473640721
"172",2.23395515247831
"173",2.16506863785223
"174",2.0949320435676
"175",2.06953202426114
"176",2.19965761430805
"177",2.01872953227899
"178",2.09133093607331
"179",2.09599960942121
"180",2.11571105335064
"181",2.10675225704588
"182",2.18036703969299
"183",1.98866539496724
"184",2.24141171003766
