"","V1"
"1",2.33112576814785
"2",1.9398977879112
"3",2.05971756853589
"4",2.1157179686701
"5",2.51057355940067
"6",2.18740465125883
"7",2.2512139317754
"8",2.18000227907007
"9",2.41237459489952
"10",1.48301068657072
"11",2.18336183735749
"12",1.73768145174422
"13",2.07534595876664
"14",1.9978681948752
"15",1.7887523670512
"16",2.01021591082888
"17",1.61813529638862
"18",2.22321354622901
"19",2.24638140879017
"20",2.02666357819907
"21",2.08820434404894
"22",2.11505563933498
"23",2.25485065231593
"24",1.9564190530412
"25",2.23507100496257
"26",2.53569420714116
"27",2.20037372765516
"28",1.86876362971982
"29",2.12520269252209
"30",2.42912699780738
"31",1.65243579042259
"32",1.74217856508554
"33",2.07883349619993
"34",1.89962794814094
"35",2.13606263025493
"36",1.98041525486892
"37",2.10784324389598
"38",1.91493853903589
"39",1.86413559400629
"40",2.03116808027213
"41",2.32767511041179
"42",2.24070930871915
"43",1.99269902219592
"44",2.44711879625385
"45",1.77429602002932
"46",1.70257469617525
"47",1.97355159887704
"48",2.13936659125366
"49",1.85324441795723
"50",1.85892183671065
"51",2.10740830127959
"52",2.18721363830716
"53",1.92138974927083
"54",1.74815182843972
"55",1.77469111187825
"56",1.9101587624053
"57",2.23076392224831
"58",2.20788782264274
"59",1.88116052008402
"60",1.50470292256387
"61",2.08472077849714
"62",1.95578839839088
"63",1.85851602658029
"64",2.33257703636169
"65",1.96517080153775
"66",1.43434236418077
"67",1.80720055467887
"68",1.90643076839611
"69",2.34805148716389
"70",2.2913985847535
"71",1.96747992312236
"72",2.19134221968889
"73",2.38435397286968
"74",2.02069983735846
"75",1.1920197719841
"76",1.94179533884701
"77",2.22460349011405
"78",1.58831576655629
"79",2.2127758850112
"80",1.86599028505151
"81",1.78219208076423
"82",2.19742888433237
"83",1.9706213349056
"84",1.76611838192003
"85",1.99049840653092
"86",2.67570756311249
"87",1.57790766557532
"88",2.24578355523417
"89",1.92529931961308
"90",1.53728892536086
"91",1.95196646551228
"92",1.52279025020519
"93",1.85586590599174
"94",2.88582779224992
"95",2.10707629905306
"96",1.61927537291562
"97",2.01468859001334
"98",1.79794704308807
"99",2.11353386915404
"100",2.22047482279379
"101",2.23572822665266
"102",2.01061399674229
"103",2.490881860782
"104",1.65512852045896
"105",2.0997859200094
"106",2.05231784403882
"107",1.68573853580301
"108",1.93022281943554
"109",2.07062811596416
"110",2.02971078241954
"111",1.89165507735274
"112",1.74471831463184
"113",2.30546924505965
"114",1.75047915753089
"115",1.80065897176294
"116",2.03735630176135
"117",1.89065862594432
"118",1.99402143930987
"119",1.52964488643057
"120",2.00859058489358
"121",1.95963844016404
"122",2.13236095072714
"123",1.9833489794186
"124",2.33185513955036
"125",1.87713476153444
"126",2.33221779637029
"127",1.90113202180132
"128",2.55890559453443
"129",1.93302374555435
"130",2.15135055690089
"131",1.90084043782164
"132",1.61521127829762
"133",2.08200610352769
"134",2.53012705181512
"135",1.81825648301892
"136",2.15765091881781
"137",1.80946223046006
"138",1.96197842102657
"139",1.8858883924558
"140",2.04623199436136
"141",1.9681053430857
"142",1.83371354029929
"143",2.09352088957557
"144",2.22114458516163
"145",1.97694524842205
"146",2.02093401983521
"147",3.01286833605526
"148",1.7658761243755
"149",2.09215334819964
"150",2.09930607184038
"151",2.52189067406773
"152",1.75456887039659
"153",1.84809613690789
"154",2.11974049065984
"155",2.60767440127402
"156",1.95596100179717
"157",1.90128960152894
"158",2.22417937797309
"159",2.0683157912534
"160",1.76070252340855
"161",1.85956366904241
"162",2.68973522781492
"163",1.93306393768169
"164",2.20867178414291
"165",2.0688960415908
"166",2.00820790386018
"167",2.34432733158301
"168",2.03602041842621
"169",1.86787814872043
"170",1.45943791968635
"171",2.28413210512752
"172",2.02881127271729
"173",2.29534995273693
"174",2.27389838160877
"175",1.91794268098366
"176",1.97290959680576
"177",1.6358643548582
"178",1.74604000501167
"179",1.75356800403348
"180",1.94640657079252
"181",2.11203247217451
"182",2.43250093417485
"183",1.71175815091142
"184",2.11986624659351
"185",1.94541423599604
"186",1.88026006621778
"187",2.11112577339062
"188",2.28192211680656
"189",1.67169838497924
"190",1.82156170687757
"191",1.97793124195132
"192",2.2506505070415
"193",2.04300102728137
"194",1.95054941246688
"195",2.24294957403184
"196",1.95230010827057
"197",2.02321409287634
"198",1.60142372139182
"199",2.29480638252291
"200",1.96491770750977
"201",1.736938580598
"202",1.7553044964399
"203",2.16311111152038
"204",1.97279077175879
"205",1.91295766690092
"206",2.2932382328296
"207",1.74464632075171
"208",1.80015914131866
"209",2.13269394023326
"210",1.99733217890896
"211",1.88346722888405
"212",1.93731760876757
"213",1.78705949127952
"214",1.79866903067732
"215",2.2445739354149
"216",2.49403998182023
"217",1.87662552213409
"218",2.29963745101782
"219",1.5378358137111
"220",2.87054124165109
"221",1.70921694722543
"222",1.81240150059336
"223",2.07629594259462
"224",1.5794652544173
"225",2.19921014040085
"226",2.11948554432105
"227",1.92201493804799
"228",2.22002487546165
"229",2.31415533484926
"230",2.49641726526121
"231",2.03223120173787
"232",2.02342665625647
"233",2.53336964314064
"234",1.82998628057024
"235",1.95291322851576
"236",2.04166418009749
"237",2.16882760593878
"238",1.69366750138681
"239",2.02771698192512
"240",2.00578752597239
"241",1.91960295423525
"242",2.33577625963249
"243",2.26983114743263
"244",2.09247709568764
"245",2.19075939357194
"246",1.37830280611793
"247",1.81370918649708
"248",1.18469662076132
"249",1.53182656145232
"250",1.34041692657736
"251",2.91020739677988
"252",2.17019419639832
"253",1.97247520039389
"254",2.24879205341805
"255",2.13308227242272
"256",2.41468324843172
"257",1.90081252503986
"258",1.73302615051273
"259",2.02188424143326
"260",2.12714147426808
"261",1.68375796925709
"262",1.88129831461714
"263",1.81862978615696
"264",1.95637552221312
"265",1.9896674616342
"266",2.06247518962187
"267",1.87198990501309
"268",1.93531845632103
"269",1.8122313229378
"270",1.82563411588746
"271",1.95152970348492
"272",2.28197253819859
"273",2.04536403480642
"274",1.97807022316461
"275",1.75873880235465
"276",2.17369415557148
"277",1.92898336180489
"278",2.01349092965414
"279",1.78766742842131
"280",1.90729259489074
"281",2.24898698375315
"282",1.87205651377403
"283",2.38678659239136
"284",1.82049723654547
"285",2.6708268275203
"286",1.89671796669284
"287",2.11169519440502
"288",1.91150841061028
"289",1.75020699774156
"290",2.63239977753733
"291",1.51885739879551
"292",1.85947507369081
"293",1.57797971908337
"294",1.90194260531654
"295",1.89985598530376
"296",1.99325333303248
"297",1.43040150035893
"298",2.20679086853913
"299",2.11576306456275
"300",2.5068780037788
"301",2.19675811322172
"302",2.45054233914042
"303",1.50340997153584
"304",2.16149205013802
"305",2.29848490549386
"306",1.81586568093042
"307",1.74763572897827
"308",1.48310622651045
"309",2.52972232725418
"310",1.80754662278756
"311",1.75258219038792
"312",1.74496661394933
"313",1.61364251734877
"314",1.94529433405911
"315",1.73088528316337
"316",2.25274457586306
"317",1.63542973270904
"318",2.17397814619511
"319",1.79852740335103
"320",2.47627312167287
"321",1.77196019425675
"322",2.35192584082561
"323",2.15182923466264
"324",1.67967316176106
"325",1.79475044314203
"326",2.19143017016152
"327",1.91420699456253
"328",2.20547867086195
"329",2.06081694243929
"330",1.92578221003608
"331",1.78024948689545
"332",1.80439944598673
"333",1.92715899878161
"334",1.66061503687757
"335",1.76778307381568
"336",2.15516979458203
"337",2.0094985461398
"338",1.99257134764017
"339",2.30512731481438
"340",1.93741848516762
"341",1.42598634392838
"342",1.78277791180366
"343",1.99078583762416
"344",1.42433175111324
"345",2.06081146399886
"346",2.14156912599823
"347",2.4693604074609
"348",2.64228373161004
"349",1.64973286142046
"350",1.9579108149504
"351",2.25805442979544
"352",1.64345696810423
"353",2.12099884201731
"354",1.76157707209033
"355",1.81095573407146
"356",1.92316397964336
"357",2.49275138537647
"358",1.65747010018038
"359",2.17472546335876
"360",1.98870010567641
"361",2.29996381029909
"362",2.23808575370354
"363",2.03629564558755
"364",1.9729071474816
"365",1.86450707013154
"366",1.91793574205168
