"","V1"
"1",1.1414074212102
"2",1.58495033033287
"3",1.37592591944525
"4",1.48801837861302
"5",1.59529823637631
"6",1.27750176337271
"7",1.34408265290019
"8",0.970656511558269
"9",1.35346962518717
"10",1.34584316651843
"11",1.20693696106731
"12",1.46795064778829
"13",1.36811748128995
"14",1.61136993961755
"15",1.41823819364599
"16",1.50833959292891
"17",1.16186782159223
"18",1.46760650925201
"19",1.32833752623974
"20",1.37287422674663
"21",1.69844211589023
"22",1.34019551224056
"23",1.11232762850039
"24",1.39558075020353
"25",1.32155170927077
"26",1.18925499860238
"27",1.09758649706085
"28",1.48264348333957
"29",1.3891338081147
"30",1.40776652892194
"31",1.30179658252259
"32",1.27207531640597
"33",1.28996783581902
"34",1.2225512893289
"35",1.42369114645181
"36",1.31563609880532
"37",1.46334782803126
"38",1.07745780974866
"39",1.25374069321052
"40",1.52328346684867
"41",1.23215525693686
"42",1.46192359606524
"43",1.25010477501558
"44",1.18145050895209
"45",1.40905781277644
"46",1.35957096558379
"47",1.57614702971314
"48",1.42274806305816
"49",1.33443701596806
"50",1.40105811120984
"51",1.4066601264515
"52",1.30249034203412
"53",1.46529044640137
"54",1.46711659891512
"55",1.21454915653007
"56",1.29183485267566
"57",1.46450826662732
"58",1.50231644132181
"59",1.04688305584154
"60",1.57267872524682
"61",1.48360365525003
"62",1.32074720673256
"63",1.29919883018118
"64",1.47506448530871
"65",1.21066771741601
"66",1.27483428807561
"67",1.16017607147766
"68",1.36782703300062
"69",1.33732459282036
"70",1.28445185888114
"71",1.10970064531337
"72",1.35246719720374
"73",1.38728221134377
"74",1.32977503697352
"75",1.07314594334928
"76",1.15654816187998
"77",1.29209462828319
"78",1.27966598533267
"79",1.24246909200003
"80",1.51102583015555
"81",1.09479688616042
"82",1.13288698069658
"83",1.36473596231178
"84",1.31662470105407
"85",1.53406074124068
"86",1.3895482269351
"87",1.37619281883009
"88",1.58289488654038
"89",1.37167167951071
"90",1.45790407452403
"91",1.30955116610999
"92",1.63427792258618
"93",1.34973631163904
"94",1.72088938384799
"95",1.37353747812
"96",1.570065170862
"97",1.27187203915835
"98",1.34029657367635
"99",1.24810754278258
"100",1.36355478761469
"101",1.27221262657947
"102",1.54487821090024
"103",1.38202566213964
"104",1.54166195587451
"105",1.39402058088383
"106",1.44743383882519
"107",1.38987683621825
"108",1.15868928760868
"109",1.45705711102297
"110",1.33070840396485
"111",1.29244264676274
"112",1.43492427049277
"113",1.27142076705555
"114",1.34551704457749
"115",1.38555294066527
"116",1.21517022094889
"117",1.34895231470743
"118",1.38898521838294
"119",1.54607226919642
"120",1.19047249745069
"121",1.1158817545385
"122",1.24119472327008
"123",1.43041368757364
"124",1.50932876261162
"125",1.32479127303745
"126",1.53587168790716
"127",1.55245196734007
"128",1.36045645930167
"129",1.47421348527148
"130",1.29654824172743
"131",1.47129140838369
"132",1.32860671384402
"133",1.42993935765206
"134",1.53812954449932
"135",1.16155033418336
"136",1.47031768134285
"137",1.27091192224197
"138",1.5592886457777
"139",1.17691034077679
"140",1.45278977082814
"141",1.52741296353431
"142",1.13665910258307
"143",1.43283940691979
"144",1.20401055644208
"145",1.19464735648058
"146",1.25412157517332
"147",1.24533390294707
"148",1.45930658282072
"149",1.2268135357792
"150",0.983784478594546
"151",1.51219863579576
"152",1.36348826438344
"153",1.32231546505925
"154",1.29659203820908
"155",1.38189932350952
"156",1.51924417155338
"157",1.14646773070149
"158",1.45928345036349
"159",1.30336803660881
"160",1.20798950159647
"161",1.58276471712671
"162",1.09111724953203
"163",1.32727303111594
"164",1.4710287062271
"165",1.08464446192988
"166",1.5648325568368
"167",1.46564319595654
"168",1.52117368400084
"169",1.37543482589976
"170",1.46485559777542
"171",1.43343606762614
"172",1.43771248954999
"173",1.19664908200492
"174",1.23812956258536
"175",1.41460194571944
"176",1.17007551938336
"177",1.48676216252604
"178",1.42132963993382
"179",1.4322428174318
"180",1.26514324967087
"181",1.40306199054667
"182",1.21246915107042
"183",1.31525423229672
"184",1.32139027044884
"185",1.34593541653723
"186",1.29111339136805
"187",1.45975062813598
"188",1.37604487615292
